product_id,title,brand,product_type,category,price,rating,confidence_score
1,Feit Electric 60-Watt Equivalent B10 E26 Base Dim White Filament Clear Glass Chandelier LED Light Bulb Soft White 2700K (3-Pack) ETC60927CAWFILHDRP/3,Feit Electric,LED Light Bulb,lighting,13.48,4.5,100
2,GE 20 Amp Double Pole Ground Fault Breaker with Self-Test THQL2120GFTP,GE,Circuit Breaker,electrical,112.5,4.3,100
3,Kwikset HALO Satin Nickel Keypad WiFi Electronic Single-Cylinder Smart Lock Deadbolt featuring SmartKey Security 938WIFIKYPD15SM,Kwikset,Deadbolt,locks,169.39,4.0,100
4,LuxHomez 24 in. W x 24 in. H Black Vanity Round Wall Mirror Aluminum Alloy Frame Bathroom Mirror LLOM-60-BK,LuxHomez,Other/Uncategorized,uncategorized,42.0,4.7,100
5,"Rheem Performance 30 Gal. Short 30,000 BTU Natural Gas Water Heater with 6-Year Warranty XG30S06EC30U1",Rheem,Water Heater,uncategorized,589.0,4.4,100
6,"HALO HLBSL 6 in. Can Less Integrated LED, 900 Lumens, 5CCT, White (4-Pack) HLBSL609FS5-4PK",HALO,Recessed Light,lighting,61.97,4.7,100
7,Cerrowire 500 ft. 18/10 Black Solid Copper Sprinkler Wire 240-1010J,Cerrowire,Other/Uncategorized,uncategorized,371.8,4.2,100
8,Empire 48 in. UltraView LED Magnetic Box Level EM95.48,Empire,Other/Uncategorized,uncategorized,77.97,4.9,100
9,Cerrowire 500 ft. 18/7 Black Solid Copper Sprinkler Wire 240-1007J,Cerrowire,Other/Uncategorized,uncategorized,219.0,4.6,100
10,Metalux 13 in. Round 400-Watt Equivalent Integrated LED White High Bay Light HBRC2L3,Metalux,Lighting (Other),lighting,153.97,4.9,100
11,Siemens 30 Amp Double Pole Type QPF2 GFCI Circuit Breaker US2:QF230AP,Siemens,Circuit Breaker,electrical,109.0,4.8,100
12,Cobra 5/16 in. x 50 ft. Slotted End Replacement Cable BC96106C,Cobra,Drain,plumbing,77.78,4.4,100
13,Southwire 1/2 in. x 100 ft. Alflex RWA Metallic Aluminum Flexible Conduit 55082103,Southwire,Electrical Outlet,electrical,83.06,4.6,100
14,MOEN Adler Single-Handle Low Arc Kitchen Faucet in Chrome with Tool Free Install 87201,MOEN,Faucet,plumbing,59.39,4.4,100
15,Cerrowire 100 ft. 14 Gauge Red Solid Copper THHN Wire 112-1473CR,Cerrowire,Other/Uncategorized,uncategorized,45.0,4.7,100
16,Cerrowire 25 ft. 18/2 Silver Stranded Copper Lamp Wire 251-1015AR,Cerrowire,Lighting (Other),lighting,11.58,4.6,100
17,Pfister Brea Single Handle Single Hole Bathroom Faucet with Deckplate in Brushed Nickel LF-042-BRKK,Pfister,Faucet,plumbing,135.79,4.6,100
18,Honeywell Home 1-Week Programmable Thermostat with Digital Display RTH221B,Honeywell Home,Other/Uncategorized,uncategorized,15.98,3.9,100
19,EcoSmart 60-Watt Equivalent A19 Dimmable LED Light Bulb with Selectable Color Temperature (6-Pack) 13A1960W5CCTS01,EcoSmart,LED Light Bulb,lighting,16.48,4.9,100
20,Werner 5 ft. Aluminum Step Ladder (9 ft. Reach Height) with 225 lb. Load Capacity Type II Duty Rating 355,Werner,Paint,paint,59.0,4.7,100
21,"Lutron Skylark Contour LED+ Dimmer Switch for LED and Incandescent Bulbs, 150-Watt/Single-Pole or 3-Way, Ivory (CTCL-153PDH-IV) CTCL-153PDH-IV",Lutron,LED Light Bulb,lighting,26.22,4.6,100
22,GE Q-Line 40 Amp 1 in. Double Pole Circuit Breaker (THQP240) THQP240,GE,Circuit Breaker,electrical,14.99,4.6,100
23,Southwire (By-The-Foot) 10/3 Gray Solid CU UF-B W/G Wire 13059199,Southwire,Other/Uncategorized,uncategorized,3.28,5.0,100
24,RYOBI Tune-Up Kit for 37cc and 38cc Gas Chainsaws AC0538CSK,RYOBI,Saw,tools,24.0,4.2,100
25,GE Q-Line 40 Amp 2 in. Double-Pole Circuit Breaker THQL2140,GE,Circuit Breaker,electrical,14.79,4.7,100
26,HALO HLBSL4 4 in. Adjustable CCT Canless IC Rated Dimmable Indoor Integrated LED Recessed Light Kit (4-Pack) HLBSL4069FS35-4PK,HALO,Recessed Light,lighting,58.97,4.7,100
27,"Werner 5 in 1 Multi Position Pro 14 ft. Reach Aluminum Adjustable Multi Position Ladder, 375 lb. Load Capacity Type IAA Duty MT-14IAA",Werner,Other/Uncategorized,uncategorized,179.0,4.8,100
28,Square D Homeline 70 Amp 2-Pole Circuit Breaker HOM270CP,Square D,Circuit Breaker,electrical,48.48,4.8,100
29,GE 150 Amp 4-Space 8 Circuit Outdoor Combination Main Breaker/Ringless Meter Socket Load Center TSMR415CSCUGP,GE,Other/Uncategorized,uncategorized,286.92,4.0,100
30,Glacier Bay 9 in. x 7/8 in. Exposed Screw Assist Bar in Chrome 20135-1401-09,Glacier Bay,Toilet,plumbing,17.98,4.8,100
31,"Malco 18 in. Folding Tool, Folding Depths of 3/8 in. and 1 in. 18F",Malco,Tool (Other),tools,23.27,4.7,100
32,"Lutron Claro 3-Gang Decorator/Rocker Wallplate, Gloss, Light Almond (1-Pack) CW-3B-LA",Lutron,Lighting (Other),lighting,9.97,4.3,100
33,GE 200 Amp 32-Space 64-Circuit Main Breaker Indoor Load Center Contractor Kit TM3220C64K,GE,Circuit Breaker,electrical,176.0,4.6,100
34,FastenMaster Universal Hidden Deck Fastening System – Stainless steel hidden deck screws and clips – Black (50 SF) FMTHDCLIP-50,FastenMaster,Stain,paint,49.97,4.4,100
35,Andersen 27-1/2 in. x 35-1/2 in. 200-Series White Double-Hung Clad Wood Window with White Interior Low-E Glass and White Hardware 9163982,Andersen,Other/Uncategorized,uncategorized,259.0,4.1,100
36,Milwaukee 9 in. 10 TPI TORCH Nitrus Carbide Teeth Medium Metal Cutting Reciprocating Saw Blade w/Additional 9 in. 10 TPI Blade 48-00-6252PC,Milwaukee,Saw,tools,24.88,4.9,80
37,"Leviton 15 Amp Decora Combination Tamper Resistant Duplex Outlet and USB Charger, White (3-Pack) T5632-3BW M02-T5632-3BW",Leviton,Electrical Outlet,electrical,53.25,4.6,100
38,GE 200 Amp 32-Space 64-Circuit Main Lug Indoor Load Center Contractor Kit TLM3220C64GK,GE,Circuit Breaker,electrical,137.0,4.5,100
39,Hampton Bay 3.67 ft. Black Integrated LED Ceiling Mounted Hard Wired Linear Track Lighting Kit with Cylinder Heads 3-Light 817790,Hampton Bay,Track Light,lighting,149.0,3.9,100
40,Hampton Bay 4 ft. Brushed Nickel Integrated LED Ceiling Mount Direct wire Track Lighting Kit with Flared Linear Track Head 3-Light 817770,Hampton Bay,Track Light,lighting,79.98,3.7,100
41,Hampton Bay 44 in. Black Integrated LED Linear Track Lighting Kit Mini Step 3-Light 805109,Hampton Bay,Track Light,lighting,115.0,4.4,100
42,GE PowerMark Gold 200 Amp 10 in. Enclosed Outdoor Circuit Breaker THQMV200NRE,GE,Circuit Breaker,electrical,189.0,4.6,100
43,"Commercial Electric Trimless Integrated LED 4 in Round Adjustable Color Temp Canless Recessed Light for Kitchen Bathroom Livingroom, White 91487",Commercial Electric,Recessed Light,lighting,22.47,5.0,100
44,"Commercial Electric Trimless Integrated LED 6 in Round Adjustable Color Temp Canless Recessed Light for Kitchen Bathroom Livingroom, White 91488",Commercial Electric,Recessed Light,lighting,27.47,5.0,100
45,"Bell + Howell 15.7 in. Indoor White Ceiling Fan with Remote, LED Light, Socket 8563ENCBQH",Bell + Howell,Ceiling Fan,lighting,39.19,4.5,100
46,Commercial Electric Impact Punch Down Tool with 110 Blade CE70804,Commercial Electric,Tool (Other),tools,28.98,3.5,100
47,"Oregon R28F Polesaw Chain for 6 in. Bar, Fits Remington, Milwaukee and Craftsman R28F-21",Oregon,Saw,tools,15.68,5.0,100
48,GE PowerMark Plus 125 Amp 8-Space 16-Circuit Indoor Main Lug Breaker Value Kit TLM812SCUD1K,GE,Circuit Breaker,electrical,45.98,4.5,100
49,Milwaukee 14-In-1 Multi-Bit Screwdriver 48-22-2900,Milwaukee,Screwdriver,uncategorized,18.97,3.8,100
50,"Commercial Electric Cylinder Integrated LED 3 in Round  Canless Recessed Light for Kitchen Bathroom Livingroom, White Soft White 91533",Commercial Electric,Recessed Light,lighting,19.88,5.0,100
51,Swiffer Lavender Scent Dry Sweeping Pad Refills (52-Count) 003700081559,Swiffer,Other/Uncategorized,uncategorized,14.44,4.3,100
52,Swiffer 360 Multi-Surface Heavy-Duty Lavender Scent Microfiber Duster Refill (11-Count) 003077207610,Swiffer,Other/Uncategorized,uncategorized,14.97,4.9,100
53,"Oregon N51 Chainsaw Chain for 12 in. Bar, Fits Husqvarna Models N51-21",Oregon,Saw,tools,12.18,5.0,100
54,"HALO HLBSL 4 in. Adjustable CCT Canless IC Rated Dimmable Indoor, Outdoor Integrated LED Recessed Light Kit HLBSL4069FS351EMWR",HALO,Recessed Light,lighting,16.65,4.7,80
55,"Commercial Electric Slim Baffle Integrated LED 6 in Round Adj Color Temp Canless Recessed Light for Kitchen Bath Living rooms, White 4-Pack 91480",Commercial Electric,Recessed Light,lighting,89.97,4.4,100
56,"HALO LCR6 6 in. Selectable CCT Round Canless Integrated LED White Recessed Light Retrofit Module Trim, 2100 Lumens LCR6219FSE010MW",HALO,Recessed Light,lighting,56.47,4.4,80
57,GE 200 Amp 40-Space 80-Circuit Main Breaker Indoor Load Center Contractor Load Center and Breaker Kit TM4020C80K,GE,Circuit Breaker,electrical,259.0,4.6,100
58,GE PowerMark Plus 125 Amp 14-Space 24-Circuit Indoor Main Lug Value Kit Includes Select Circuit Breaker TLM1212CCU2K,GE,Circuit Breaker,electrical,91.0,4.6,100
59,GE 100 Amp 20-Space 20-Circuit Main Breaker Indoor Load Center Contractor Kit TM2010CCUBK1,GE,Circuit Breaker,electrical,94.98,4.6,100
60,"Commercial Electric Specialty Elite 3 in. LED Trimless Canless Recessed Light, Adjustable CCT 92346",Commercial Electric,Recessed Light,lighting,19.97,5.0,100
61,HALO LCR4 4 in. Soft White Selectable CCT Integrated LED Recessed Light With Round Surface Mount White Trim Retrofit Module LCR4129FSE010MW,HALO,Recessed Light,lighting,18.79,4.4,100
62,GE PowerMark Plus Outdoor 125 Amp 4-Space 8-Circuit Single-Phase Main Lug Circuit Breaker Panel TL412R1P,GE,Circuit Breaker,electrical,48.95,4.6,100
63,Lithonia Lighting Contractor Select EU2C 120/277-Volt Integrated LED White Emergency Light Fixture with Battery EU2C M6,Lithonia Lighting,Light Fixture,lighting,25.77,4.5,100
64,GE 200 Amp 4 Space 8 Circuit Outdoor Combination Main Breaker/Ringless Meter Socket Load Center TSMR420CSCUGP,GE,Other/Uncategorized,uncategorized,286.92,4.8,100
65,GE PowerMark Plus 125 Amp 4-Space 8-Circuit Single-Phase Indoor Main Lug Circuit Breaker Panel TL412CP,GE,Circuit Breaker,electrical,36.65,4.5,100
66,GE PowerMark Plus 125 Amp 8-Space 16-Circuit Indoor Main Lug Circuit Breaker Panel TLM812FCUDP,GE,Flush Mount Light,lighting,52.98,4.8,100
67,Schlage Camelot Satin Nickel Electronic Keypad Deadbolt Door Lock with Accent Door Handle FBE365 V CAM 619 ACC,Schlage,Door Lock,locks,157.41,4.5,100
68,"Lockly Secure Pro Zeno Series Matte Black Deadbolt WiFi Smart Lock, Apple Home Key, Fingerprint, Keypad, Siri/Alexa/Google PGK728WHKMB",Lockly,Deadbolt,locks,329.0,4.6,100
69,GE Q-Line 30 Amp 1/2 in. Single-Pole Circuit Breaker (THQP130) THQP130,GE,Circuit Breaker,electrical,6.98,4.7,100
70,GE Q-Line 50 Amp 2 in. Double-Pole Circuit Breaker THQL2150,GE,Circuit Breaker,electrical,14.99,4.7,100
71,"Commercial Electric Slim Baffle Integrated LED 4 in Round Adj Color Temp Canless Recessed Light for Kitchen Bath Living rooms, White 4-Pack 91475",Commercial Electric,Recessed Light,lighting,102.58,4.6,100
72,"Commercial Electric Ultra Slim Integrated LED 4 in Round Adj Color Temp Canless Recessed Light for Kitchen Bath Living rooms, White 4-Pack 91470",Commercial Electric,Recessed Light,lighting,75.79,4.8,100
73,"Leviton Branch Circuit Breaker, AFCI/GFCI 1-Pole 20 Amp, 120-Volt, Thermal Magnetic LB120-DFR R12-LB120-DFR",Leviton,Circuit Breaker,electrical,69.0,4.7,100
74,Leviton 120-Volt/240-Volt Residential Whole House Surge Protector 51110-SRG R02-51110-SRG,Leviton,Other/Uncategorized,uncategorized,52.35,4.6,100
75,"Leviton Branch Circuit Breaker, AFCI 1-Pole 15 Amp, 120-Volt, Thermal Magnetic LB115-AFR R11-LB115-AFR",Leviton,Circuit Breaker,electrical,60.0,4.8,100
76,Square D Homeline 70 Amp 2-Space 4-Circuit Outdoor Main Lug Load Center(HOM24L70RBCP) HOM24L70RBCP,Square D,Circuit Breaker,electrical,38.8,4.7,100
77,"Leviton 15 Amp 120/277 Volt Single Pole Antimicrobial Treated Decora Rocker Switch, White, 5-Pack MA2-05601-5AW",Leviton,Electrical (Other),electrical,14.98,4.7,100
78,"Channellock 12 in. Oil Filter/PVC Plier, Angled Head 2012",Channellock,Pliers,uncategorized,27.45,4.4,100
79,Husky Encased Sewer Rod 82-974-111,Husky,Electrical Outlet,electrical,59.15,4.0,100
80,GE PowerMark Plus Outdoor 70 Amp 2-Space 4-Circuit Single-Phase Main Lug Circuit Breaker Panel TL270RCUP,GE,Circuit Breaker,electrical,43.89,4.6,80
81,Schlage Parthenon Antique Brass Single Cylinder Door Handle set with Georgian Knob F60 G PAR 609 GEO,Schlage,Deadbolt,locks,121.0,4.6,100
82,Cobra 5/16 in. x 50 ft. Cable Drum Machine BC260,Cobra,Drain,plumbing,314.0,3.7,80
83,"Legrand radiant 450W Multi-Location Master Rocker Dimmer for LED/CFL/Halogen/Incandescent Bulbs, White/Light Almond/Ivory HCL453PMMTC",Legrand,Light Bulb,lighting,58.99,0.0,90
84,Leviton 200 Amp 42-Space Indoor Load Center with Main Breaker LP420-BDR RD0-LP420-BDR,Leviton,Circuit Breaker,electrical,179.0,4.2,100
85,"RIDGID 3 Gal. 5.0 Peak HP NXT Shop Vacuum Wet Dry Vac with Filter, Locking Hose, Accessories and Pro Gear Attachment HD0300PG HD0300PG",RIDGID,Lock/Hardware,locks,139.97,4.7,80
86,DIABLO 9 in. 8 TPI Steel Demon AMPED Carbide Reciprocating Saw Blade for Thick Metal Cutting (2-Pack) DS0908CFAP,DIABLO,Saw,tools,19.88,4.6,100
87,Nite Ize GlowStreak LED Red Ball Dog Toy GSB-10-R7,Nite Ize,Other/Uncategorized,uncategorized,16.19,3.9,100
88,Nite Ize SlapLit Neon Yellow LED Slap Wrap SLP2-33-R3,Nite Ize,Other/Uncategorized,uncategorized,12.39,4.2,100
89,DIABLO 3/4 in. x 12 in. SDS-Plus Rebar Cutter DMAPLRC1050,DIABLO,Drill,tools,35.21,3.0,100
90,Husky 8 in. Standard Slip Joint Pliers 90146,Husky,Pliers,uncategorized,7.97,4.7,100
91,TITAN EP 60X Fine Finishing HVLP Paint Sprayer 2456369,TITAN,Paint,paint,349.99,4.4,100
92,Leviton 200 Amp 30-Space Indoor Load Center with Main Lugs LP322-LDR RS0-LP322-LDR,Leviton,Circuit Breaker,electrical,144.0,3.7,80
93,Milwaukee SHOCKWAVE Impact Duty Drill & Drive Set (21-Piece) 48-32-5163,Milwaukee,Drill,tools,19.88,4.7,100
94,DIABLO 10in. x 6-Teeth HardieBlade Saw Blade for Fiber Cement D1006DH,DIABLO,Saw,tools,102.87,4.9,100
95,Home Decorators Collection Silky Medallion Multi 5 ft. x 7 ft. Medallion Polyester Area Rug 5285.81.51HD,Home Decorators Collection,Other/Uncategorized,uncategorized,159.0,4.6,100
96,"Leviton 15 Amp Smartlock Pro Self-Test GFCI Combination 24-Watt (4.8 Amp) Type A USB In-Wall Charger Duplex Outlet, White R02-GUSB1-0BW",Leviton,Electrical Outlet,electrical,42.1,4.4,100
97,"Leviton 3.6A USB Dual Type A In-Wall Charger with 15 Amp Tamper-Resistant Outlets, Black T5632-BE R05-T5632-0BE",Leviton,Electrical Outlet,electrical,17.89,4.6,100
98,Kwikset San Clemente Matte Black Single Cylinder Low Profile Door Handleset with Halifax Handle Featuring SmartKey Security 818SCEXHFLSQ514,Kwikset,Deadbolt,locks,163.35,4.7,100
99,SharkBite 1/4 in. Push-to-Connect x 3/8 in. Compression Chrome-Plated Brass Tee Adapter Stop Valve U3358LFA,SharkBite,Pipe,plumbing,8.86,5.0,100
100,Cash Acme 3/4 in. FNPT Tankless Water Heater Valves Installation Kit 25760,Cash Acme,Water Heater,uncategorized,109.0,3.4,80
101,Kwikset Pismo Round Satin Nickel Dummy Door Knob Featuring Microban Antimicrobial Technology 788PSKRDT15CP,Kwikset,Door Knob,locks,15.96,4.9,100
102,SharkBite 3/4 in. PEX-A Brass Expansion x 3/4 in. FIP x 18 in. L Stainless Steel Flexible Water Heater Connector UAB3088FXSS18LF,SharkBite,Water Heater,uncategorized,16.06,5.0,100
103,Glacier Bay 22 in. Undermount Rectangular Vitreous China Bathroom Sink in White 14-027-W,Glacier Bay,Sink,plumbing,69.0,4.3,100
104,Milwaukee 9 in. 8 TPI TORCH Nitrus Carbide Teeth Metal Cutting SAWZALL Reciprocating Saw Blade w/Additional 9 in. 8 TPI Blade 48-00-5262PC,Milwaukee,Saw,tools,43.94,4.5,100
105,DIABLO 2 in. x 7 in. SDS-Max Carbide Tipped Coring Drill Bit DMAMXCC5010,DIABLO,Drill,tools,134.1,3.7,100
106,CyberPower 6 ft. 4-Outlet Power Station with Surge Protector PS406UC,CyberPower,Electrical Outlet,electrical,39.58,0.0,90
107,Home Decorators Collection 36 in. - 72 in. Telescoping 1 in. Single Curtain Rod Kit in Matte Black with Cage Finials UMB72FPEM10,Home Decorators Collection,Other/Uncategorized,uncategorized,42.98,4.8,100
108,StyleWell 6 in. x 8 in. Satin Nickel Steel Classic Arch Decorative Shelf Bracket 27790SNLHD,StyleWell,Other/Uncategorized,uncategorized,8.98,4.8,100
109,SunTouch Floor Warming 8 ft. x 30 in. 120-Volt Radiant Floor Heating Mat (Covers 20 sq. ft.) 12000830R,SunTouch Floor Warming,Other/Uncategorized,uncategorized,359.97,4.4,80
110,Bell + Howell Swivel Power 180-Degree Swiveling Design 6-Outlets & 3 USB Port Outlet Splitters Charging Wall Tap with Surge Protection 7544,Bell + Howell,Electrical Outlet,electrical,18.58,4.6,100
111,Lifetime 4 ft. One Hand Adjustable Height Fold-in-Half Table Almond 80726,Lifetime,Stain,paint,44.98,4.7,100
112,FIRM GRIP Pro Grip X-Large Black Synthetic Leather High Performance Glove 55283-06,FIRM GRIP,Other/Uncategorized,uncategorized,19.97,4.1,100
113,ULTRA PROGRADE ProWire Direct Wire 12 in. LED Oil-Rubbed Bronze Under Cabinet Light 64769-T1,ULTRA PROGRADE,Light Fixture,lighting,34.97,4.5,100
114,"HDX 20 in. x 25 in. x 6 in. AprilAire and Space-Gard Replacement Pleated Air Filter (Without Frame) FPR 7, MERV 11 HDX-A201-11-6",HDX,Other/Uncategorized,uncategorized,31.98,4.1,100
115,Square D Homeline 225 Amp 40-Space 80-Circuit Indoor Main Lug Plug-On Neutral Load Center with Cover HOM4080L225PC,Square D,Circuit Breaker,electrical,199.0,4.9,100
116,Master Flow 4 in. x 25 ft. Insulated Flexible Duct R6 Silver Jacket F6IFD4X300,Master Flow,Other/Uncategorized,uncategorized,57.71,4.7,100
117,Pfister 971-250 2-3/4 in. Replacement Valve Stem Assembly for 08 Series Tub and Shower Single-Handle Faucets 864540,Pfister,Faucet,plumbing,29.08,4.2,100
118,PEAK Aluminum Railing 6 in. W Black Aluminum Deck Railing Wall Mount Bracket Kit for 42 in. high system 50921,PEAK Aluminum Railing,Other/Uncategorized,uncategorized,20.88,4.5,100
119,PEAK Aluminum Railing 6 in. W Black Aluminum Deck Railing Universal Connector for 42 in. high system 50901,PEAK Aluminum Railing,Other/Uncategorized,uncategorized,34.97,4.5,100
120,Home Decorators Collection 72 in. - 144 in. Telescoping 1 in. Double Curtain Rod in Brushed Nickel with Crystal Square Finials U-BN144FOMS03,Home Decorators Collection,Drill,tools,78.77,4.7,100
121,CyberPower 15 ft. 6-Outlet Cord 1500J Surge Protector B615,CyberPower,Electrical Outlet,electrical,29.99,4.8,100
122,Hampton Bay Denbeck 4.5 in. W Matte Black 1-Light Sconce Clear Glass KVB1301AX-01,Hampton Bay,Lighting (Other),lighting,32.7,4.4,100
123,Digz Women's Medium Comfort Grip Garden Gloves 74876-014,Digz,Other/Uncategorized,uncategorized,7.47,4.2,100
124,Hampton Bay Wesleigh 59 in. Aged Brass Standard LED Indoor Floor Lamp 3 CCT Dimmer Switch with Brass Metal Shade HD-2158-AGB,Hampton Bay,Floor Lamp,lighting,79.97,4.1,100
125,3M 3-3/4 in. x 2-5/8 in. x 1 in. 60 Grit Sanding Sponge Coarse (12-Pack) CP002-12P,3M,Paint,paint,31.41,4.6,100
126,3M Organic Vapor Replacement Cartridges (1-Pair) 6001P1-DC,3M,Paint,paint,14.98,4.7,100
127,3M ScotchBlue 0.94 in. x 60 yds. Sharp Lines Painter's Tape with Edge-Lock 2093-24NC,3M,Paint,paint,4.81,4.0,100
128,Home Decorators Collection Raleigh Jute Boucle Natural 6 ft. x 9 ft. Area Rug 8959830106x9,Home Decorators Collection,Other/Uncategorized,uncategorized,169.0,4.5,100
129,"ReVent 110 CFM Ceiling/Wall Mount Easy Roomside Installation Bathroom/Bath Exhaust Fan w/ Adjustable LED Lighting, ENERGY STAR RVL110-D",ReVent,Lighting (Other),lighting,165.62,4.2,100
130,Hampton Bay Raeburn 23 in. Steel and Marble Aged Brass Indoor Table Lamp with Black Fabric Shade HD-2166-AGB,Hampton Bay,Table Lamp,lighting,29.97,4.2,100
131,Airthings Wave Radon Battery Operated Smart Radon Detector 2951,Airthings,Other/Uncategorized,uncategorized,139.9,4.3,80
132,Hampton Bay 120-Volt 150-Watt Black Single Circuit Linear Track Pendant or Chandelier Adapter Track Lighting Connector 804969,Hampton Bay,Chandelier,lighting,16.97,5.0,100
133,FastenMaster Collated Cortex Hidden Fastening System for AZEK Trim - 2 inch Cortex screws and plugs - Traditional (250 LF) FMCTXTCL-AZ2TDHD2,FastenMaster,Other/Uncategorized,uncategorized,165.0,3.6,100
134,Hampton Bay Indoor/Outdoor 12-Light 24 ft. Smart Plug-in Edison Bulb RGBW Color Changing LED String Light Powered by Hubspace HB-10521-HS,Hampton Bay,String Lights,lighting,64.97,3.7,100
135,"Milwaukee AIR-TIP Claw Utility Nozzle, Rotating Corner Brush, Flexible Long Crevice Tool For Wet/Dry Vacuums Automotive Set (3-Pc) 49-90-2042",Milwaukee,Tool (Other),tools,59.97,4.4,100
136,PUR PLUS 30 Cup Dispenser - Water Filter Pitcher DS1810ZA,PUR,Plumbing (Other),plumbing,39.35,3.8,100
137,PUR PLUS 11 Cup Pitcher - Water Filter Pitcher PPT110WA,PUR,Plumbing (Other),plumbing,34.99,4.6,100
138,HDX Natural Cream Painters Cotton Spray Sock Hood (3-Pack) 09305-12HDX,HDX,Paint,paint,8.59,4.9,100
139,"Leviton 3.6A USB Dual Type A In-Wall Charger with 15 Amp Tamper-Resistant Outlets, White T5632-BW R02-T5632-0BW",Leviton,Electrical Outlet,electrical,17.89,4.6,100
140,Empire 9 in. True Blue Professional Magnetic Torpedo Level (2-Pack) EM81.9G,Empire,Other/Uncategorized,uncategorized,16.1,4.7,100
141,CASTICO 32 in. W x 60 in. L x 1.125 in. H Alcove Solid Composite Stone Shower Pan Base with L/R Drain in Carrara Sand 1B1S-3260SECA,CASTICO,Bathtub,uncategorized,519.0,3.9,100
